study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-21X,INTERVENTION,FACEBOOK,1779441385000,1779442603023,1218023,1196467,13227,96,36.69,WARNING,RELIABLE,19.8228963555766,0.417108934197789
P-13X,INTERVENTION,TIKTOK,1779441542000,1779442498722,956722,889312,3331,291,87.09,CRITICAL,RELIABLE,80.8326174589866,0.326045869340403
P-24Y,CONTROL,INSTAGRAM,1779441562000,1779442123891,561891,561891,12648,48,40.75,WARNING,RELIABLE,57.9945489134943,0.3705108122034
P-20Y,CONTROL,INSTAGRAM,1779441800000,1779442272364,472364,472364,15248,29,29.05,SAFE,RELIABLE,40.6001834789915,0.104063937235185
P-05X,INTERVENTION,TIKTOK,1779442694000,1779446164082,3470082,3313974,4389,795,99.0,CRITICAL,RELIABLE,78.4995975777968,0.28531473216772
P-01X,INTERVENTION,TIKTOK,1779443397000,1779445917913,2520913,2407736,2540,996,99.0,CRITICAL,RELIABLE,75.6498260158282,0.063729339623687
P-07X,INTERVENTION,TIKTOK,1779443801000,1779447178111,3377111,3331293,3085,1095,99.0,CRITICAL,RELIABLE,97.6074193995732,0.144015005151546
P-12Y,CONTROL,TIKTOK,1779444557000,1779445721086,1164086,1164086,7178,161,68.92,CRITICAL,SENTIMENT_UNRELIABLE,,0.825669315121683
P-10Y,CONTROL,INSTAGRAM,1779444924000,1779446212344,1288344,1288344,7703,171,83.97,CRITICAL,RELIABLE,82.1239226496774,0.210168834694694
P-45X,INTERVENTION,TIKTOK,1779445170000,1779445390931,220931,220931,20695,14,0.0,SAFE,RELIABLE,23.8459291559623,0.11948534892604
P-16Y,CONTROL,FACEBOOK,1779445417000,1779447596209,2179209,2179209,6429,344,94.32,CRITICAL,RELIABLE,67.8330672393991,0.311294508541394
P-06Y,CONTROL,TIKTOK,1779445456000,1779446609011,1153011,1153011,3783,306,99.0,CRITICAL,RELIABLE,88.6626685387461,0.047347735257767
P-21X,INTERVENTION,INSTAGRAM,1779445920000,1779447341651,1421651,1416778,17380,87,38.83,WARNING,RELIABLE,33.8073538825959,0.205419719567193
P-04Y,CONTROL,FACEBOOK,1779446297000,1779447603895,1306895,1306895,5632,232,81.83,CRITICAL,SENTIMENT_UNRELIABLE,,0.927597084651667
P-16Y,CONTROL,TIKTOK,1779446512000,1779447834395,1322395,1322395,6368,207,77.26,CRITICAL,RELIABLE,51.837456643071,0.106382406967876
P-05X,INTERVENTION,TIKTOK,1779446711000,1779450318417,3607417,3502855,3225,1121,99.0,CRITICAL,RELIABLE,73.0843208461279,0.254311211414645
P-49X,INTERVENTION,INSTAGRAM,1779446999000,1779447765828,766828,766828,25744,30,0.4,SAFE,RELIABLE,17.5192698544832,0.171420217704841
P-17X,INTERVENTION,TIKTOK,1779447408000,1779448307888,899888,895422,9694,98,42.1,WARNING,RELIABLE,30.0360244869607,0.244120989745261
P-34Y,CONTROL,TIKTOK,1779447562000,1779447943032,381032,381032,14591,32,24.0,SAFE,SENTIMENT_UNRELIABLE,,0.768620904112819
P-25X,INTERVENTION,TIKTOK,1779447739000,1779448463978,724978,696713,8919,84,41.76,WARNING,RELIABLE,32.1394353802058,0.395242562092115
P-15X,INTERVENTION,TIKTOK,1779447760000,1779450444432,2684432,2627467,3846,700,99.0,CRITICAL,RELIABLE,55.7595899645464,0.062757967356907
P-06Y,CONTROL,TIKTOK,1779447877000,1779451295201,3418201,3418201,5430,634,99.0,CRITICAL,RELIABLE,90.8065130249476,0.048506991829923
P-12Y,CONTROL,INSTAGRAM,1779448068000,1779448908257,840257,840257,3940,214,73.21,CRITICAL,RELIABLE,46.1460606447221,0.142170848400994
P-09X,INTERVENTION,INSTAGRAM,1779448174000,1779449338948,1164948,1111319,2507,465,93.92,CRITICAL,RELIABLE,88.2109406949355,0.400126221016267
P-42Y,CONTROL,FACEBOOK,1779449040000,1779449174347,134347,134347,14717,11,0.0,SAFE,RELIABLE,1.8445694133383,0.409325701459803
P-30Y,CONTROL,TIKTOK,1779449282000,1779449782537,500537,500537,22981,22,14.81,SAFE,RELIABLE,11.7740518620998,0.11181221547504
P-23X,INTERVENTION,TIKTOK,1779449542000,1779450280582,738582,698266,11221,69,34.39,WARNING,RELIABLE,21.9914639464676,0.301925709858814
P-10Y,CONTROL,TIKTOK,1779449587000,1779450894373,1307373,1307373,5682,235,82.98,CRITICAL,RELIABLE,66.3556998694361,0.380991592017045
P-08Y,CONTROL,TIKTOK,1779449799000,1779451644285,1845285,1845285,6215,293,88.32,CRITICAL,SENTIMENT_UNRELIABLE,,0.597394494391846
P-13X,INTERVENTION,TIKTOK,1779450118000,1779451744142,1626142,1510612,7839,206,74.19,CRITICAL,SENTIMENT_UNRELIABLE,,0.90161246707148
P-09X,INTERVENTION,INSTAGRAM,1779450911000,1779452580856,1669856,1609925,8771,195,82.62,CRITICAL,RELIABLE,67.3913825756686,0.245059130947605
P-28Y,CONTROL,FACEBOOK,1779451849000,1779453069499,1220499,1220499,6390,196,52.26,WARNING,RELIABLE,28.3365129637493,0.397310569130293
P-08Y,CONTROL,TIKTOK,1779452127000,1779454630220,2503220,2503220,5837,431,99.0,CRITICAL,RELIABLE,91.3926696143871,0.15027683855654
P-02Y,CONTROL,TIKTOK,1779452673000,1779455726840,3053840,3053840,5935,515,99.0,CRITICAL,RELIABLE,59.3063544709738,0.290183356589776
P-27X,INTERVENTION,INSTAGRAM,1779453160000,1779453738517,578517,542233,10266,58,43.62,WARNING,RELIABLE,52.2680055098753,0.176727804988914
P-08Y,CONTROL,TIKTOK,1779453867000,1779456893265,3026265,3026265,5443,557,99.0,CRITICAL,RELIABLE,91.5089915468816,0.290507093270592
P-06Y,CONTROL,INSTAGRAM,1779454332000,1779455909179,1577179,1577179,6151,254,99.0,CRITICAL,RELIABLE,97.1004266912774,0.105628525131928
P-30Y,CONTROL,FACEBOOK,1779454648000,1779455032122,384122,384122,22967,20,26.09,SAFE,RELIABLE,52.1446694693587,0.341069131162909
P-01X,INTERVENTION,INSTAGRAM,1779455842000,1779457659024,1817024,1783604,3641,504,99.0,CRITICAL,RELIABLE,94.3104122710773,0.093334923444522
P-10Y,CONTROL,INSTAGRAM,1779455915000,1779457660256,1745256,1745256,5040,345,81.11,CRITICAL,SENTIMENT_UNRELIABLE,,0.879090586172711
P-13X,INTERVENTION,TIKTOK,1779456516000,1779457727550,1211550,1164689,6078,199,86.75,CRITICAL,RELIABLE,84.6651750320164,0.413940781609346
P-04Y,CONTROL,TIKTOK,1779456556000,1779458981273,2425273,2425273,3442,702,99.0,CRITICAL,RELIABLE,92.9961865962584,0.227310474289847
P-08Y,CONTROL,INSTAGRAM,1779456590000,1779459026874,2436874,2436874,6429,377,99.0,CRITICAL,RELIABLE,56.9202296365581,0.195831424482841
P-03X,INTERVENTION,INSTAGRAM,1779456739000,1779458118820,1379820,1283476,2092,664,97.68,CRITICAL,RELIABLE,63.0613669347433,0.192633301434629
P-20Y,CONTROL,FACEBOOK,1779456912000,1779458392773,1480773,1480773,8277,177,50.19,WARNING,RELIABLE,21.4570208688722,0.263632768327806
P-07X,INTERVENTION,INSTAGRAM,1779457078000,1779459903652,2825652,2680918,2921,965,99.0,CRITICAL,RELIABLE,68.650609726991,0.380538296082199
P-22Y,CONTROL,INSTAGRAM,1779457180000,1779458354620,1174620,1174620,8426,143,54.05,WARNING,RELIABLE,47.8804169880647,0.416813343878346
P-02Y,CONTROL,FACEBOOK,1779458028000,1779459194235,1166235,1166235,5992,198,85.26,CRITICAL,RELIABLE,56.5080629511994,0.165293446278375
P-05X,INTERVENTION,FACEBOOK,1779458202000,1779459554762,1352762,1217434,2198,618,95.45,CRITICAL,RELIABLE,57.913957257844,0.281218789803865
P-18Y,CONTROL,INSTAGRAM,1779458920000,1779459712853,792853,792853,9408,81,43.52,WARNING,SENTIMENT_UNRELIABLE,,0.773760013388029
P-01X,INTERVENTION,INSTAGRAM,1779458972000,1779460917773,1945773,1846394,5222,376,97.94,CRITICAL,RELIABLE,57.3372964330063,0.340396714474636
P-09X,INTERVENTION,TIKTOK,1779459895000,1779461375545,1480545,1452107,7580,194,86.8,CRITICAL,RELIABLE,81.7860551148288,0.053125752615694
P-15X,INTERVENTION,INSTAGRAM,1779460277000,1779462423555,2146555,2117324,7666,282,92.18,CRITICAL,RELIABLE,69.8263543766389,0.364740149277095
P-03X,INTERVENTION,INSTAGRAM,1779460315000,1779461487512,1172512,1148275,1813,647,87.1,CRITICAL,SENTIMENT_UNRELIABLE,,0.652418876172278
P-27X,INTERVENTION,FACEBOOK,1779460453000,1779461149089,696089,660821,12499,54,40.86,WARNING,RELIABLE,51.5517665268657,0.402896779167112
P-16Y,CONTROL,INSTAGRAM,1779460467000,1779462036297,1569297,1569297,5696,277,87.63,CRITICAL,RELIABLE,69.4394454767229,0.418238589281933
P-11X,INTERVENTION,INSTAGRAM,1779460911000,1779462219938,1308938,1286398,3495,371,90.45,CRITICAL,RELIABLE,76.8234554831299,0.053261824525333
P-05X,INTERVENTION,INSTAGRAM,1779461112000,1779463374236,2262236,2141511,4257,535,99.0,CRITICAL,RELIABLE,94.8433016231071,0.27859017009309
P-46Y,CONTROL,TIKTOK,1779461307000,1779461615394,308394,308394,14723,24,0.0,SAFE,RELIABLE,10.3787120480457,0.056275854471901
P-02Y,CONTROL,TIKTOK,1779461502000,1779464794680,3292680,3292680,6730,495,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.833834889167923
P-50Y,CONTROL,TIKTOK,1779461928000,1779462193140,265140,265140,30529,9,0.0,SAFE,RELIABLE,8.5667869351565,0.406552830079976
P-05X,INTERVENTION,TIKTOK,1779490855000,1779491946161,1091161,947630,5641,190,95.95,CRITICAL,RELIABLE,91.1466849072532,0.12815828259042
P-07X,INTERVENTION,INSTAGRAM,1779491115000,1779493569442,2454442,2429628,4635,526,99.0,CRITICAL,RELIABLE,75.2734553983289,0.230271920153398
P-13X,INTERVENTION,INSTAGRAM,1779491342000,1779492183364,841364,756649,8236,103,75.58,CRITICAL,RELIABLE,78.6778858582209,0.337855324526103
P-11X,INTERVENTION,TIKTOK,1779492364000,1779493366993,1002993,865674,3558,280,82.33,CRITICAL,RELIABLE,65.2664183797726,0.364844192715361
P-23X,INTERVENTION,INSTAGRAM,1779493937000,1779494908597,971597,943045,9386,108,47.11,WARNING,RELIABLE,40.7228743721383,0.312078759860795
P-20Y,CONTROL,TIKTOK,1779494658000,1779495368305,710305,710305,10363,69,34.34,WARNING,RELIABLE,18.0332623768591,0.349106150976014
P-05X,INTERVENTION,TIKTOK,1779494747000,1779497541692,2794692,2760090,4212,668,99.0,CRITICAL,RELIABLE,59.0548461822445,0.248248858588799
P-34Y,CONTROL,TIKTOK,1779495132000,1779495385778,253778,253778,9027,28,32.65,SAFE,SENTIMENT_UNRELIABLE,,0.643013442835828
P-13X,INTERVENTION,TIKTOK,1779495186000,1779496150886,964886,925786,8653,113,66.23,WARNING,RELIABLE,46.4911006628276,0.262378822626817
P-33X,INTERVENTION,INSTAGRAM,1779496340000,1779496585502,245502,245502,11025,28,24.64,SAFE,RELIABLE,24.5660680778106,0.205926669460823
P-04Y,CONTROL,TIKTOK,1779497053000,1779499782482,2729482,2729482,6658,414,99.0,CRITICAL,RELIABLE,96.6186647183121,0.134467108996495
P-08Y,CONTROL,INSTAGRAM,1779497068000,1779498550812,1482812,1482812,4460,335,99.0,CRITICAL,RELIABLE,98.2344376254828,0.098810499023365
P-12Y,CONTROL,INSTAGRAM,1779497924000,1779498781690,857690,857690,5510,157,70.43,CRITICAL,RELIABLE,45.9041476218511,0.17281972198391
P-46Y,CONTROL,FACEBOOK,1779497959000,1779498662736,703736,703736,25392,33,1.34,SAFE,RELIABLE,23.2473775316583,0.194400897205723
P-02Y,CONTROL,TIKTOK,1779498200000,1779500072828,1872828,1872828,4147,457,99.0,CRITICAL,RELIABLE,59.634077508525,0.117395502558176
P-45X,INTERVENTION,TIKTOK,1779498644000,1779499482179,838179,838179,23271,42,0.65,SAFE,RELIABLE,15.163481235006,0.044125544486725
P-27X,INTERVENTION,INSTAGRAM,1779499651000,1779500361379,710379,706664,11278,65,37.07,WARNING,RELIABLE,31.9391834955351,0.220504314515307
P-09X,INTERVENTION,TIKTOK,1779499745000,1779501249805,1504805,1366896,3099,484,85.62,CRITICAL,RELIABLE,50.794190756759,0.272141159834365
P-26Y,CONTROL,TIKTOK,1779500317000,1779501279863,962863,962863,16614,63,32.19,SAFE,RELIABLE,33.2457811237249,0.106992788158819
P-42Y,CONTROL,TIKTOK,1779500372000,1779500747488,375488,375488,39253,14,0.0,SAFE,RELIABLE,14.3938875117706,0.163701026837625
P-46Y,CONTROL,INSTAGRAM,1779501125000,1779501412905,287905,287905,20394,14,0.0,SAFE,RELIABLE,19.7227286160698,0.371991159424018
P-08Y,CONTROL,INSTAGRAM,1779502284000,1779504402447,2118447,2118447,2163,984,99.0,CRITICAL,RELIABLE,90.0693854438813,0.126706524742152
P-28Y,CONTROL,INSTAGRAM,1779502713000,1779503630744,917744,917744,13259,69,34.39,WARNING,RELIABLE,26.042970104229,0.232340279840321
P-01X,INTERVENTION,INSTAGRAM,1779502876000,1779505503056,2627056,2576001,4486,590,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.70493712839372
P-07X,INTERVENTION,INSTAGRAM,1779503608000,1779506145050,2537050,2478099,2921,874,99.0,CRITICAL,RELIABLE,97.263508225614,0.106244335122986
P-05X,INTERVENTION,FACEBOOK,1779503628000,1779505792310,2164310,2109225,5730,381,99.0,CRITICAL,RELIABLE,62.5607488838986,0.141772658290009
P-23X,INTERVENTION,INSTAGRAM,1779504031000,1779504496228,465228,428139,9543,49,40.6,WARNING,RELIABLE,43.5812708109423,0.244475379698044
P-01X,INTERVENTION,INSTAGRAM,1779504663000,1779505805689,1142689,1068442,5537,205,92.71,CRITICAL,RELIABLE,78.1490108329194,0.125461698564548
P-34Y,CONTROL,INSTAGRAM,1779505009000,1779505352253,343253,343253,14450,25,19.12,SAFE,RELIABLE,23.0621481548474,0.278561608673415
P-28Y,CONTROL,INSTAGRAM,1779505016000,1779505747316,731316,731316,12574,58,30.08,SAFE,RELIABLE,16.7505900373066,0.09419827714405
P-10Y,CONTROL,TIKTOK,1779505549000,1779506694076,1145076,1145076,8329,141,66.5,WARNING,SENTIMENT_UNRELIABLE,,0.853171531142585
P-13X,INTERVENTION,TIKTOK,1779505758000,1779507225749,1467749,1314755,8619,173,70.5,CRITICAL,SENTIMENT_UNRELIABLE,,0.69761035430631
P-47X,INTERVENTION,TIKTOK,1779506512000,1779506649620,137620,137620,19718,7,0.0,SAFE,RELIABLE,21.5498502981924,0.074154050725069
P-05X,INTERVENTION,TIKTOK,1779506897000,1779509824941,2927941,2750779,2090,1401,99.0,CRITICAL,RELIABLE,72.9236692713743,0.141128887143713
P-06Y,CONTROL,FACEBOOK,1779507279000,1779509224815,1945815,1945815,4734,409,92.51,CRITICAL,SENTIMENT_UNRELIABLE,,0.870028332115551
P-03X,INTERVENTION,FACEBOOK,1779508474000,1779510510162,2036162,1923571,3176,640,99.0,CRITICAL,RELIABLE,96.5485075236961,0.044044561720917
P-47X,INTERVENTION,TIKTOK,1779508970000,1779509575510,605510,605510,27685,26,4.52,SAFE,SENTIMENT_UNRELIABLE,,0.954469506682346
P-48Y,CONTROL,FACEBOOK,1779509477000,1779509808958,331958,331958,24834,18,0.0,SAFE,RELIABLE,24.252184166096,0.167839683139451
P-04Y,CONTROL,FACEBOOK,1779509521000,1779511306746,1785746,1785746,5939,303,99.0,CRITICAL,RELIABLE,98.508031552648,0.107274524581208
P-28Y,CONTROL,INSTAGRAM,1779510187000,1779510917337,730337,730337,17234,45,34.24,WARNING,RELIABLE,49.8697126459393,0.334124273030592
P-19X,INTERVENTION,FACEBOOK,1779510331000,1779511482073,1151073,1079486,11795,97,39.5,WARNING,RELIABLE,23.1660373985562,0.201364045931643
P-22Y,CONTROL,FACEBOOK,1779510352000,1779510959425,607425,607425,9946,59,44.59,WARNING,RELIABLE,52.1514318172624,0.113811013456377
P-33X,INTERVENTION,FACEBOOK,1779511318000,1779511881231,563231,563231,15113,34,30.81,SAFE,RELIABLE,53.8274197109793,0.262091206616753
P-02Y,CONTROL,INSTAGRAM,1779511722000,1779513523443,1801443,1801443,6718,271,94.24,CRITICAL,RELIABLE,60.880604392029,0.168764516052407
P-28Y,CONTROL,INSTAGRAM,1779512459000,1779513263119,804119,804119,14511,61,38.61,WARNING,RELIABLE,51.5558728283705,0.17226377009314
P-24Y,CONTROL,FACEBOOK,1779512581000,1779514009852,1428852,1428852,13741,101,44.35,WARNING,SENTIMENT_UNRELIABLE,,0.494436345802638
P-02Y,CONTROL,TIKTOK,1779513123000,1779515339223,2216223,2216223,6125,359,93.71,CRITICAL,SENTIMENT_UNRELIABLE,,0.499253500213628
P-03X,INTERVENTION,INSTAGRAM,1779514411000,1779516786490,2375490,2236829,3872,610,99.0,CRITICAL,RELIABLE,66.3252761432912,0.12235322444456
P-05X,INTERVENTION,TIKTOK,1779514970000,1779517576289,2606289,2557481,6946,373,99.0,CRITICAL,RELIABLE,91.8135809900675,0.06969783771158
P-38Y,CONTROL,INSTAGRAM,1779515124000,1779515525840,401840,401840,39205,15,0.0,SAFE,RELIABLE,1.3892616549102,0.406069061180984
P-06Y,CONTROL,TIKTOK,1779515293000,1779517001315,1708315,1708315,2895,588,99.0,CRITICAL,RELIABLE,81.3688727814755,0.407252431801106
P-47X,INTERVENTION,FACEBOOK,1779515553000,1779515790016,237016,237016,14484,13,0.0,SAFE,RELIABLE,6.2233929616274,0.403947229005331
P-11X,INTERVENTION,FACEBOOK,1779515835000,1779516910221,1075221,898344,5038,213,88.15,CRITICAL,RELIABLE,88.9371888118609,0.407844054917939
P-42Y,CONTROL,FACEBOOK,1779516092000,1779516369940,277940,277940,14862,21,6.9,SAFE,RELIABLE,33.9253278917232,0.063229950516225
P-14Y,CONTROL,TIKTOK,1779516270000,1779517272897,1002897,1002897,5295,189,82.39,CRITICAL,RELIABLE,75.6292565073686,0.059597634300518
P-08Y,CONTROL,TIKTOK,1779516665000,1779517993981,1328981,1328981,3603,370,91.58,CRITICAL,RELIABLE,55.1046270809283,0.237598579286997
P-36Y,CONTROL,INSTAGRAM,1779516763000,1779517566491,803491,803491,18271,43,28.4,SAFE,RELIABLE,40.9170317339685,0.217860810132675
P-45X,INTERVENTION,TIKTOK,1779516862000,1779517497929,635929,635929,22399,27,0.0,SAFE,RELIABLE,14.3969133566819,0.347807746896252
P-16Y,CONTROL,TIKTOK,1779517534000,1779519970070,2436070,2436070,4750,514,91.38,CRITICAL,SENTIMENT_UNRELIABLE,,0.589328520447785
P-05X,INTERVENTION,INSTAGRAM,1779518404000,1779519574851,1170851,1093428,3564,328,92.14,CRITICAL,RELIABLE,63.5826394939469,0.090925526345964
P-21X,INTERVENTION,TIKTOK,1779518453000,1779518832502,379502,292316,10429,35,40.95,WARNING,RELIABLE,53.6344298994559,0.28405538821068
P-41X,INTERVENTION,TIKTOK,1779518771000,1779518965452,194452,194452,20831,15,1.8,SAFE,RELIABLE,28.313195212959,0.36205561773794
P-04Y,CONTROL,FACEBOOK,1779518842000,1779520764322,1922322,1922322,4846,402,99.0,CRITICAL,RELIABLE,80.4364069198107,0.310317051475248
P-26Y,CONTROL,TIKTOK,1779519895000,1779520486753,591753,591753,9751,57,34.33,WARNING,RELIABLE,19.6398773573562,0.124248802608089
P-48Y,CONTROL,INSTAGRAM,1779520063000,1779520493815,430815,430815,15198,31,0.0,SAFE,RELIABLE,6.7681830604073,0.317744046907159
P-14Y,CONTROL,INSTAGRAM,1779520509000,1779521881201,1372201,1372201,5570,246,85.05,CRITICAL,RELIABLE,69.3210809554153,0.124619906340587
P-06Y,CONTROL,TIKTOK,1779520577000,1779522890381,2313381,2313381,6528,354,94.32,CRITICAL,SENTIMENT_UNRELIABLE,,0.611206378380106
P-24Y,CONTROL,INSTAGRAM,1779522095000,1779523016123,921123,921123,10177,95,43.88,WARNING,SENTIMENT_UNRELIABLE,,0.717172852279415
P-21X,INTERVENTION,TIKTOK,1779522201000,1779522833258,632258,632258,16843,41,28.9,SAFE,SENTIMENT_UNRELIABLE,,0.740789232129324
P-08Y,CONTROL,FACEBOOK,1779522238000,1779524769338,2531338,2531338,1940,1306,99.0,CRITICAL,RELIABLE,74.9426521513309,0.298471619309048
P-17X,INTERVENTION,INSTAGRAM,1779522580000,1779523259247,679247,679247,16705,41,31.41,SAFE,RELIABLE,43.2915617348723,0.188593482129932
P-49X,INTERVENTION,TIKTOK,1779522726000,1779523205645,479645,479645,23697,25,0.0,SAFE,RELIABLE,10.5436167263158,0.318919387124866
P-02Y,CONTROL,TIKTOK,1779522954000,1779524517612,1563612,1563612,4576,341,87.43,CRITICAL,SENTIMENT_UNRELIABLE,,0.481690503300218
P-22Y,CONTROL,FACEBOOK,1779523049000,1779523884765,835765,835765,16611,56,27.41,SAFE,RELIABLE,23.9010520605398,0.316626547385901
P-37X,INTERVENTION,TIKTOK,1779523299000,1779523914096,615096,615096,33481,15,9.68,SAFE,RELIABLE,34.44398520588,0.380380296867935
P-14Y,CONTROL,TIKTOK,1779523486000,1779525451150,1965150,1965150,3471,571,99.0,CRITICAL,RELIABLE,77.8253146379836,0.170820669333449
P-27X,INTERVENTION,FACEBOOK,1779523577000,1779523953363,376363,374486,8317,48,34.05,WARNING,RELIABLE,19.8424838887666,0.156512483252885
P-01X,INTERVENTION,INSTAGRAM,1779523627000,1779526960297,3333297,3268555,6617,500,99.0,CRITICAL,RELIABLE,79.538015679763,0.264403178732646
P-02Y,CONTROL,INSTAGRAM,1779524314000,1779526408239,2094239,2094239,5380,387,99.0,CRITICAL,RELIABLE,72.233085415204,0.203494138696193
P-16Y,CONTROL,TIKTOK,1779525849000,1779527449759,1600759,1600759,3804,426,87.23,CRITICAL,RELIABLE,55.7328444714221,0.329805008595515
P-11X,INTERVENTION,TIKTOK,1779526246000,1779528633321,2387321,2252794,4886,492,93.6,CRITICAL,RELIABLE,47.3872528023797,0.299235203465866
P-15X,INTERVENTION,TIKTOK,1779526333000,1779527073355,740355,604088,3431,215,69.99,CRITICAL,SENTIMENT_UNRELIABLE,,0.919009344746649
P-09X,INTERVENTION,TIKTOK,1779526714000,1779529250957,2536957,2441228,6715,376,98.22,CRITICAL,RELIABLE,65.9483145357122,0.315824499249461
P-08Y,CONTROL,INSTAGRAM,1779526977000,1779529308308,2331308,2331308,6435,361,94.75,CRITICAL,SENTIMENT_UNRELIABLE,,0.488513904062067
P-06Y,CONTROL,INSTAGRAM,1779527870000,1779529758419,1888419,1888419,5828,322,99.0,CRITICAL,RELIABLE,69.6861404556829,0.338771905140181
P-50Y,CONTROL,INSTAGRAM,1779528432000,1779528846559,414559,414559,23717,19,0.0,SAFE,RELIABLE,7.0359511650381,0.412565351688899
P-09X,INTERVENTION,INSTAGRAM,1779528557000,1779529980069,1423069,1311050,2525,566,87.98,CRITICAL,RELIABLE,58.3950607394464,0.099720725576851
P-07X,INTERVENTION,INSTAGRAM,1779528872000,1779530020151,1148151,1094755,2904,401,99.0,CRITICAL,RELIABLE,83.3477693559974,0.289836406427922
P-27X,INTERVENTION,TIKTOK,1779529916000,1779530764291,848291,800509,11209,81,47.57,WARNING,RELIABLE,58.2720458456583,0.174915947375642
P-35X,INTERVENTION,FACEBOOK,1779529953000,1779530809104,856104,856104,11108,74,30.36,SAFE,RELIABLE,16.0675840083688,0.109290672591267
P-05X,INTERVENTION,FACEBOOK,1779530348000,1779532375451,2027451,1968471,1856,1094,99.0,CRITICAL,RELIABLE,75.2510444283586,0.21589627076568
P-10Y,CONTROL,TIKTOK,1779530771000,1779531738056,967056,967056,8160,124,67.88,CRITICAL,RELIABLE,48.6570027738366,0.354539807250474
P-02Y,CONTROL,TIKTOK,1779531092000,1779533727622,2635622,2635622,5151,517,99.0,CRITICAL,RELIABLE,56.6967574750203,0.100927682055421
P-03X,INTERVENTION,TIKTOK,1779531121000,1779533713230,2592230,2565935,6517,403,98.26,CRITICAL,SENTIMENT_UNRELIABLE,,0.736372207750946
P-12Y,CONTROL,INSTAGRAM,1779531226000,1779533255907,2029907,2029907,8867,228,77.94,CRITICAL,SENTIMENT_UNRELIABLE,,0.630710187568359
P-16Y,CONTROL,TIKTOK,1779531746000,1779533022914,1276914,1276914,5911,217,78.35,CRITICAL,RELIABLE,54.5624078843523,0.255581562213631
P-15X,INTERVENTION,TIKTOK,1779532464000,1779534212581,1748581,1612199,6191,285,95.34,CRITICAL,RELIABLE,88.565719472708,0.367667836348239
